Name,Description,Brain1,Brain2,Brain3,Blood1,Blood2,Blood3
ENSG00000170989,S1PR1,42.4,57.97,38.66,4.869,1.511,14.85
ENSG00000260940,RP4-575N6.5,0.9771,0.6741,0.2014,0,0,0
ENSG00000228399,RP4-575N6.2,0.5189,0.3103,0.4345,0.1144,0.0815,1.231
ENSG00000173810,PPIAP7,0,0.0544,0,0,0,0
ENSG00000231671,LINC01307,0,0,0,0,0,0.2047
ENSG00000226715,LINC01709,0.0301,0.054,0,0,0,0
ENSG00000252530,RNU6-965P,0,0,0,0,0,0
ENSG00000183298,RPSAP19,0.6637,0.207,0.3866,0.2036,0.0363,0.2191
ENSG00000118733,OLFM3,3.727,0.7418,0.2327,0.0175,0,0
ENSG00000252717,RNU6-352P,0,0,0,0,0,0
ENSG00000271277,RP11-82O2.2,0,0,0,0,0,0
ENSG00000162699,DNAJA1P5,0,0,0,0,0,0
ENSG00000233359,RP11-202K23.1,0,0,0,0,0,0
ENSG00000230864,RP5-936J12.1,0,0,0,0,0,0
ENSG00000060718,COL11A1,7.153,2.446,2.032,0,0,0.0102
ENSG00000234257,SOD2P1,0,0,0,0,0,0
ENSG00000230759,RP11-153F1.2,0,0,0,0,0,0
ENSG00000224613,RP11-153F1.1,0.5231,0.4587,0.1402,0,0,0
ENSG00000222069,RN7SKP285,0,0,0,0,0,0
ENSG00000185946,RNPC3,8.195,3.751,1.765,1.515,0.3526,3.389
ENSG00000240038,AMY2B,6.147,6.402,0.9693,2.653,0.1543,5.527
ENSG00000243480,AMY2A,0.6564,0.1402,1.633,0,0.0589,0
ENSG00000237763,AMY1A,0,0.0108,0,0,0,0
ENSG00000234441,RP5-1108M17.5,0,0,0.1505,0,0,0
ENSG00000174876,AMY1B,0.0095,0.0228,0.1405,0,0,0.0181
ENSG00000227408,AMYP1,0,0,0.0291,0,0,0
ENSG00000187733,AMY1C,0,0,0.0183,0.024,0,0
ENSG00000225191,RP11-97C18.1,0,0,0,0,0,0
ENSG00000215869,RP11-364B6.2,0.0141,0.0677,0,0.0249,0,0
ENSG00000228347,FTLP17,0,0,0,0,0,0
ENSG00000225036,CDK4P1,0,0,0,0,0,0
ENSG00000230768,LINC01676,0,0,0,0,0,0
ENSG00000227850,SEPT2P1,0,0,0.3312,0.436,0,0
ENSG00000237897,RP11-90H3.2,0,0,0,0,0,0
ENSG00000232952,RP11-90H3.1,0.0875,0.0299,0.0503,0,0,0
ENSG00000233047,LINC01677,0,0,0,0,0,0
ENSG00000237480,RP5-947P14.1,0,0,0.0108,0,0.0068,0
ENSG00000230932,RP5-947P14.2,0,0,0,0,0,0
ENSG00000270342,RP11-478L17.1,0,0,0,0,0,0
ENSG00000270976,RP11-110F24.1,0,0,0,0,0,0
ENSG00000233449,MTATP6P14,0,0,0,0,0,0
ENSG00000232551,MTCO1P14,0,0,0,0,0,0
ENSG00000237460,LINC01661,0,0,0,0,0,0
ENSG00000198890,PRMT6,11.21,4.821,2.598,0.9901,0.2138,1.663
ENSG00000162631,NTNG1,2.715,2.46,0.4332,0,0,0.081
ENSG00000224550,RP11-270C12.3,7.325,2.812,2.666,0.7976,0.1137,0.6868
ENSG00000134215,VAV3,1.975,0.4925,0.3971,4.618,0.8431,7.583
ENSG00000275455,MIR7852,0,0,0,0,0,0
ENSG00000230489,VAV3-AS1,0.1078,0,0,0,0,0.3412
ENSG00000226822,RP11-356N1.2,0.012,0.043,0,0.1375,0.0151,0.4894
ENSG00000085491,SLC25A24,1.048,0.9272,0.3657,1.305,0.2088,1.419
ENSG00000280186,RP11-483I13.6,0.3198,0.085,0.0714,0,0,0
ENSG00000196427,NBPF4,0.0172,0.0103,0,0,0,0
ENSG00000238122,RP11-483I13.2,0.0106,0,0,0,0,0
ENSG00000241361,SLC25A24P1,0.0296,0,0,0,0,0.0562
ENSG00000243967,NBPF5P,0,0,0,0,0,0
ENSG00000238118,SLC25A24P2,0,0,0,0,0,0
ENSG00000224698,RP11-131J3.1,0,0,0,0,0,0
ENSG00000186086,NBPF6,0,0.0411,0,0.0607,0,0
ENSG00000283354,RP5-964H19.4,0,0,0,0,0,0
ENSG00000227832,ST13P21,0,0,0,0,0,0
ENSG00000226483,RP5-964H19.2,0,0,0,0,0,0
ENSG00000162636,FAM102B,8.427,3.199,1.258,3.035,0.2746,2.794
ENSG00000162639,HENMT1,8.703,2.764,1.56,2.798,1.06,4.788
ENSG00000134186,PRPF38B,12.74,12.77,4.811,8.332,2.028,16.27
ENSG00000143107,FNDC7,0.207,0.0479,0.0895,0.0236,0,0
ENSG00000232971,RP11-293A10.3,0,0,0,0,0,0
ENSG00000116266,STXBP3,14.77,13.2,8.021,4.429,1.38,6.625
ENSG00000228076,RP11-475E11.2,0,0,0,0.0527,0,0
ENSG00000162641,AKNAD1,0.263,0.2018,0.0731,0.0088,0.0062,0
ENSG00000203897,SPATA42,0.0414,0.1486,0,0,0,0
ENSG00000121957,GPSM2,13.98,8.949,7.291,0.5481,0.0686,1.172
ENSG00000121940,CLCC1,11.65,10.44,4.74,2.086,0.1551,4.413
ENSG00000085433,WDR47,26.81,13.62,6.004,1.899,0.2908,2.12
ENSG00000237349,RP5-1065J22.2,0,0,0.1053,0,0,0
ENSG00000244716,RP11-20O24.4,1.764,1.15,1.504,0.1414,0.0504,0.2283
ENSG00000228665,RP11-20O24.1,0.1759,0,0,0,0,0
ENSG00000228054,RANP5,0,0,0,0.1198,0,0
ENSG00000197780,TAF13,31.02,23.43,14.54,2.635,0.3994,5.823
ENSG00000273382,RP5-1065J22.8,1.457,0.2759,1.041,0.1285,0.0305,0.3458
ENSG00000215717,TMEM167B,24.76,24.75,11.04,23.36,3.648,27.35
ENSG00000270066,SCARNA2,0,0,0,0,0,0
ENSG00000251484,RP5-1065J22.4,0,0,0,0,0.0459,0.2774
ENSG00000179902,C1orf194,10.45,5.516,3.447,0.1107,0,0.1191
ENSG00000116299,KIAA1324,2.22,0.9637,0.29,8.586,0.1852,20.01
ENSG00000031698,SARS,43.96,51.98,12.11,37.72,4.439,58.23
ENSG00000143126,CELSR2,20.94,10.49,2.486,0.2765,0.0543,0.4447
ENSG00000134222,PSRC1,25.83,33.22,5.655,3.263,0.4624,4.074
ENSG00000221986,MYBPHL,0.4726,0.6989,0.0666,0.0219,0.0938,0
ENSG00000134243,SORT1,39.34,32.31,6.894,6.496,0.9076,6.936
ENSG00000143106,PSMA5,12.82,10.78,3.406,8.604,1.182,14.51
ENSG00000143028,SYPL2,0.7522,0.7049,0.2858,0.0396,0.0212,2.014
ENSG00000162650,ATXN7L2,3.792,2.8,0.4347,3.333,0.4078,5.339
ENSG00000174151,CYB561D1,4.872,1.856,0.7281,1.841,0.2654,3.11
ENSG00000181754,AMIGO1,14.5,8.017,3.019,0.8316,0.2283,3.638
ENSG00000156097,GPR61,2.103,0.4756,0.1332,0.0175,0,0.0566
ENSG00000065135,GNAI3,2.28,2.938,1.303,3.516,0.5942,5.254
ENSG00000206832,RNU6V,0,0,0,0,0,0.3948
ENSG00000116337,AMPD2,44.79,19.77,7.935,159.7,4.804,169.5
ENSG00000228703,RP5-1160K1.6,0.1692,0.3035,0,29.84,0.9568,40.79
ENSG00000235045,RPL7P8,0.1219,0,0,0,0,0
ENSG00000168765,GSTM4,7.747,11.33,2.337,3.442,0.2968,9.116
ENSG00000213366,GSTM2,4.084,5.624,1.847,2.358,0.2307,3.174
ENSG00000134184,GSTM1,149.5,0.1216,69.63,0.0449,1.086,36.16
ENSG00000260246,AC000032.2,0.25,0,0,0,0,0.4746
ENSG00000134201,GSTM5,15.16,3.882,17.4,0,0.0288,0.8401
ENSG00000241720,RP4-735C1.4,0.7852,0.2504,0.1403,0,0,0
ENSG00000134202,GSTM3,72.63,35.51,40.31,0.3883,0.1353,1.83
ENSG00000198758,EPS8L3,0.0384,0.0306,0.0086,0,0,0
ENSG00000224927,NDUFA5P10,0,0,0,0,0,0
ENSG00000228420,LINC01768,0,0,0,0,0,0
ENSG00000235005,RP11-195M16.1,0.0494,0,0,0,0,0
ENSG00000261055,RP11-195M16.3,0,0,0,0.0831,0,0
ENSG00000184371,CSF1,5.995,16.51,2.382,6.859,0.129,9.082
ENSG00000168710,AHCYL1,138.5,336.3,77.94,11.02,1.323,17.92
ENSG00000143093,STRIP1,18.34,11.96,3.298,10.63,0.9339,16.41
ENSG00000258634,RP4-773N10.4,2.928,4.29,0.6571,1.111,0.0736,2.766
ENSG00000156150,ALX3,0.0652,0.2731,0.1748,0,0,0
ENSG00000258673,LINC01397,0.269,0.4135,0,0,0,0
ENSG00000186150,UBL4B,0.6171,0.9,0.0403,0.0531,0,0
ENSG00000197106,SLC6A17,26.26,11.86,1.37,0,0,0.0137
ENSG00000227091,RP5-1028L10.1,0,0,0,0,0,0
ENSG00000235526,RP5-1028L10.2,0,0,0.0587,0,0,0
ENSG00000224965,KCNC4-AS1,1.13,0.6047,0.4383,0.1049,0,0.3953
ENSG00000116396,KCNC4,6.318,2.602,0.8343,0.3025,0.0255,0.7582
ENSG00000282852,RP5-1003J2.4,0,0,0,0,0,0
ENSG00000200536,SNORA25,0,0,0,0,0,0
ENSG00000227963,RP5-1074L1.1,0.137,0.0765,0.0489,0.2255,0.023,0.4335
ENSG00000162775,RBM15,1.133,1.616,0.3581,6.312,0.3794,10.67
ENSG00000224699,LAMTOR5-AS1,0.2201,0.2551,0.0933,0.103,0.0169,0.2217
ENSG00000168679,SLC16A4,1.159,2.788,0.5502,0.3104,0.1475,0.4316
ENSG00000273373,RP5-1074L1.4,2.607,1.438,0.3974,1.997,0.2355,2.831
ENSG00000134248,LAMTOR5,79.06,71.07,36.88,44.91,12.85,85.32
ENSG00000143125,PROK1,0.104,0.4662,0,0,0,0.0493
ENSG00000282887,RP11-470L19.6,0,0,0,0,0,0
ENSG00000240194,CYMP,0.0726,0.1737,0,0,0,0.046
ENSG00000235407,CYMP-AS1,0.0111,0.0265,0,0,0,0
ENSG00000143105,KCNA10,0,0,0,0,0,0
ENSG00000177301,KCNA2,5.927,2.203,1.856,0.0158,0.0064,0.051
ENSG00000259834,RP11-284N8.3,5.362,1.758,0.411,2.334,0.7149,6.795
ENSG00000177272,KCNA3,0.6581,0.1968,0.0232,3.681,0.3374,13.7
ENSG00000199710,Y_RNA,0,0,0,0,0,0
ENSG00000237415,NRBF2P3,0,0,0,0,0,0.0977
ENSG00000232791,OR11I1P,0,0,0,0,0,0
ENSG00000143119,CD53,7.305,26.46,0.8025,375,71.11,632.1
ENSG00000261654,RP11-96K19.4,0.0446,0.0178,0,0.0131,0,0.0423
ENSG00000232811,RP11-96K19.2,0.3021,0.2199,0.1408,0.139,0.033,0.1995
ENSG00000121931,LRIF1,5.969,8.875,3.151,0.8801,0.4703,1.708
ENSG00000273010,RP11-96K19.5,0.2753,0.0599,0.1341,0.0441,0,0
ENSG00000225672,CCNT2P1,0,0,0,0,0,0
ENSG00000252760,RNA5SP54,0,0,0,0,0,0
ENSG00000156171,DRAM2,8.431,16.19,3.566,9.336,2.727,18.07
ENSG00000134255,CEPT1,2.454,2.606,0.6237,1.68,0.2659,2.565
ENSG00000162777,DENND2D,0.2098,2.682,0.0649,31.95,3.326,51.83
ENSG00000064886,CHI3L2,1.095,10.58,0.3642,5.275,0.3417,6.653
ENSG00000236040,CHIAP1,0,0.1604,0,0,0,0
ENSG00000203878,CHIAP2,0,0,0.021,0,0,0
ENSG00000134216,CHIA,0,0,0,0.0908,0,0.0489
ENSG00000229283,RP5-1125M8.2,0,0,0,0,0,0
ENSG00000232240,RP5-1125M8.3,0,0,0,0,0,0
ENSG00000173947,PIFO,3.091,4.358,2.064,0,0.0131,0.0991
ENSG00000234020,CHIAP3,0,0.1174,0.0526,0,0,0
ENSG00000236012,HIGD1AP12,0,0,0,0,0,0
ENSG00000227179,PGCP1,0,0.0392,0,0,0,0
ENSG00000085465,OVGP1,2.791,3.669,0.4064,1.911,0.1089,5.002
ENSG00000260948,RP11-552M11.8,1.199,1.131,0.7956,0.291,0,0.5637
ENSG00000233337,UBE2FP3,2.335,1.472,0.5119,0.2996,0.1601,0.6449
ENSG00000243960,RP11-552M11.4,1.065,1.557,0.1585,0.6262,0,0.674
ENSG00000116455,WDR77,12.66,10.06,3.228,5.065,0.8002,13.37
ENSG00000199890,Y_RNA,0,0,0,0,0,0
ENSG00000116459,ATP5F1,57.1,53.43,29.63,17.09,3.512,30.53
ENSG00000143110,C1orf162,2.098,12.21,0.7753,117.2,14.67,140.7
ENSG00000121933,TMIGD3,5.553,20.96,0.5302,0.3054,0.3264,0.587
ENSG00000200360,RNU6-792P,0,0,0,0,0,0
ENSG00000282608,ADORA3,3.343,12.72,0.9336,2.245,0.1015,2.397
ENSG00000116473,RAP1A,17.49,18.93,10.23,12.8,5.459,20.22
ENSG00000231346,LINC01160,0.5008,0.1739,0,0.798,0.2234,0.8896
ENSG00000215867,KRT18P57,0.0355,0,0,0.0626,0,0.4042
ENSG00000201028,RNU6-151P,0,0,0,0,0,0
ENSG00000197852,FAM212B,9.316,2.428,1.917,7.335,0.9344,11.55
ENSG00000227811,FAM212B-AS1,0.6866,0.3285,0,0.4845,0,0.0869
ENSG00000064703,DDX20,2.673,1.71,0.6544,1.401,0.2196,2.315
ENSG00000171385,KCND3,17.96,8.872,3.886,0.0898,0.0498,0.1021
ENSG00000232558,KCND3-IT1,0,0,0,0,0,0
ENSG00000237556,KCND3-AS1,0.0573,0,0,0,0,0
ENSG00000231437,LINC01750,5.168,2.557,0.4068,0.0984,0,0.0471
ENSG00000231246,RP5-965F6.2,0,0.3405,0.1635,0,0,0.0772
ENSG00000234388,TXNP3,0,0,0,0,0,0
ENSG00000238761,snoU13,0,0,0,0,0,0
ENSG00000143079,CTTNBP2NL,4.39,5.455,1.518,0.2756,0.0378,0.7074
ENSG00000283296,MIR4256,0,0,0,0,0,0
ENSG00000134245,WNT2B,1.061,0.6826,0.1415,0.1189,0.0169,0.2133
ENSG00000273483,RP4-671G15.2,2.284,2.358,0.5563,0,0,0.5255
ENSG00000007341,ST7L,2.268,2.117,0.5991,0.6831,0.1043,1.409
ENSG00000116489,CAPZA1,27.27,30.95,9.216,48.22,10.41,59.53
ENSG00000235299,MRPL53P1,0,0,0,0.246,0,1.721
ENSG00000252750,RNU7-70P,0,0,0,0,0,0
ENSG00000155363,MOV10,5.786,7.178,1.447,15.16,1.402,22.39
ENSG00000225075,RP11-426L16.3,0,0.0875,0,0.3873,0,0.5558
ENSG00000155366,RHOC,61.07,95.31,44.18,69.76,4.977,73.97
ENSG00000155367,PPM1J,8.964,5.582,1.027,0.3004,0.0195,1.602
ENSG00000261595,RP11-426L16.9,0.0209,0.025,0,0,0,0
ENSG00000184599,FAM19A3,0.4338,0.1453,0.0465,0,0,0.0659
ENSG00000234790,NUTF2P4,0,0,0,0,0,0
ENSG00000215866,LINC01356,0.469,1.215,0.1466,0,0,0.1187
ENSG00000224167,RP3-522D1.1,3.093,1.85,0.4782,0,0,0
ENSG00000228040,RP3-522D1.2,0,0,0,0,0,0
ENSG00000155380,SLC16A1,8.688,10.88,2.06,0.6646,0.7403,1.735
ENSG00000229020,AKR7A2P1,0.0729,0.0582,0,0.0858,0,0
ENSG00000226419,SLC16A1-AS1,0.498,0.5528,0.2244,0.2285,0.0617,0.6656
ENSG00000238198,RP11-31F15.2,1.547,1.179,1.006,0.0319,0.0227,0.292
ENSG00000198799,LRIG2,2.385,1.856,0.5801,1.038,0.0924,2.311
ENSG00000233839,RP11-389O22.4,0.217,0,0,0,0,0
ENSG00000236887,RP11-389O22.5,0,0.0613,0,0,0,0.0973
ENSG00000081026,MAGI3,5.265,3.818,1.585,0.0384,0.0068,0.2479
ENSG00000232499,RP11-512F24.1,0.1513,0.0776,0.0869,0.2288,0.0272,0.2873
ENSG00000238256,MTND5P20,0,0,0,0,0,0
ENSG00000116793,PHTF1,4.012,2.33,0.6444,2.107,0.4875,3.959
ENSG00000232450,RP4-730K3.3,0.2677,0.5691,0.0398,0.6296,0.5981,1.355
ENSG00000081019,RSBN1,3.966,3.42,1.583,4.461,0.8736,7.259
ENSG00000231128,RP5-1073O3.2,0,0,0,0.2237,0,0.2408
ENSG00000134242,PTPN22,0.0823,0.1246,0,9.966,0.9996,10.52
ENSG00000226167,AP4B1-AS1,0.3356,0.5193,0.0529,0.8705,0.1985,1.761
ENSG00000188761,BCL2L15,0.5336,0.1473,0,0.5792,0.0516,0.6234
ENSG00000134262,AP4B1,5.835,4.001,1.236,5.702,0.6186,10.92
ENSG00000118655,DCLRE1B,2.386,2.318,1.107,2.519,0.483,3.985
ENSG00000235527,HIPK1-AS1,0.4339,0.2465,0.0872,0,0,0.0824
ENSG00000163349,HIPK1,14.68,14.64,7.334,14.05,3.174,23.08
ENSG00000116774,OLFML3,4.495,6.102,0.4015,0.153,0.0892,0.2845
ENSG00000270780,RP4-590F24.1,0,0,0,0,0,0
ENSG00000282048,RP4-590F24.2,0,0,0,0,0,0
ENSG00000134207,SYT6,3.09,1.976,0.4088,0.0154,0,0.0165
ENSG00000232895,RP4-543J13.1,0,0,0,0,0,0
ENSG00000273698,MRPL57P1,0,0,0,0,0,0
ENSG00000271419,RP4-591B8.3,0,0,0,0,0,0
ENSG00000197323,TRIM33,7.208,4.346,3.742,4.349,0.7068,6.172
ENSG00000226984,RP4-591B8.2,0,0.0623,0,0,0,0.1978
ENSG00000225650,EIF2S2P5,0,0,0,0,0,0.0873
ENSG00000201114,Y_RNA,0,0,0,0,0,0
ENSG00000236480,PKMP1,0.1023,0.0699,0.0196,0.0515,0.0551,0.1387
ENSG00000116752,BCAS2,56.19,36.58,21.39,11.06,1.7,21.75
ENSG00000175984,DENND2C,0.3901,0.3122,0.1769,0.2223,0.0151,0.2393
ENSG00000116748,AMPD1,0,0,0.0896,0.0262,0.0747,7.042
ENSG00000242769,RN7SL432P,0,0,0,0,0,0
ENSG00000213281,NRAS,11.23,9.191,5.822,3.802,0.6599,5.288
ENSG00000009307,CSDE1,107.1,110.1,53.57,66.14,23.39,108.6
ENSG00000201900,RNY1P13,0,0,0,0,0,0.8045
ENSG00000052723,SIKE1,7.246,4.63,3.161,1.385,0.4153,2.406
ENSG00000227970,NR1H5P,0,0,0,0,0,0
ENSG00000198765,SYCP1,0,0,0,0,0,0
ENSG00000134200,TSHB,0,0.1486,0.0555,0,0,0
ENSG00000134198,TSPAN2,1.292,0.5227,0.3846,4.88,1.607,10.13
ENSG00000233730,LINC01765,0.0906,0.1084,0.1214,0,0,0.3441
ENSG00000228035,RP4-663N10.1,0,0.0102,0.0457,0,0,0.0162
ENSG00000134259,NGF,1.254,1.143,0.0569,0,0,0.0807
ENSG00000226973,RP4-663N10.2,0,0,0,0,0,0
ENSG00000274468,RP4-663N10.3,0,0,0,0,0,0
ENSG00000229101,ELOCP20,0,0,0,0,0,0
ENSG00000232185,CNOT7P2,0,0,0.0358,0,0,0
ENSG00000270631,RP11-710N8.3,0,0,0,0,0,0
ENSG00000239984,RN7SL420P,0,0,0,0,0,0
ENSG00000207502,SNORA42,0,0,0,0,0,0
ENSG00000173218,VANGL1,0.7021,0.364,0.296,0.3681,0.0679,0.536
ENSG00000118729,CASQ2,2.748,1.451,0.3445,0.1417,0.5251,1.083
ENSG00000177551,NHLH2,0.8408,0.6985,0.419,0,0,0
ENSG00000214204,HNRNPA1P43,0,0,0,0,0,0
ENSG00000271143,RP11-12L8.2,0.3288,0.7863,0,0,0,0
ENSG00000228127,LINC01649,0.2984,0.2712,0.1279,0.021,0,0
ENSG00000163393,SLC22A15,5.465,4.313,1.543,6.511,1.073,6.609
ENSG00000237993,RP11-159M11.2,0.0316,0.0377,0,0.0557,0,0
ENSG00000173212,MAB21L3,0.0547,0,0,0,0,0
ENSG00000235933,LINC01779,0.2921,0,0.1304,0,0,0
ENSG00000221040,U3,0,0,0,0,0,0
ENSG00000163399,ATP1A1,66.27,52.04,6.254,47.94,3.929,80.01
ENSG00000203865,ATP1A1-AS1,0.9283,0.6635,0.4718,1.393,0.0268,1.661
ENSG00000212385,RNU6-817P,0,0,0,0,0,0
ENSG00000233154,LINC01762,0,0.1251,0,0.1384,0.0329,0.149
ENSG00000230381,RP4-655J12.5,0,0.0517,0,0,0,0
ENSG00000200547,Y_RNA,0,0,0,0,0,0
ENSG00000224950,RP5-1086K13.1,0.1063,0.0578,0.0259,0.8694,0.17,3.174
ENSG00000116815,CD58,3.119,5.804,0.7857,8.232,1.208,10.99
ENSG00000177173,NAP1L4P1,0.0769,0.161,0,0.2713,0.0483,0.5111
ENSG00000264419,MIR548AC,0,0,0,0,0,0
ENSG00000143061,IGSF3,2.119,1.197,0.6767,0.0106,0,0.0114
ENSG00000211543,MIR320B1,0,0,0,0,0,0
ENSG00000203864,C1orf137,0,0,0,0,0,0
ENSG00000231072,GAPDHP64,0,0,0,0.0391,0,0
ENSG00000223489,NEFHP1,0.0169,0,0.0113,0,0,0
ENSG00000116824,CD2,0.3048,0.2694,0.0355,37.89,8.926,110.2
ENSG00000225079,FTH1P22,0,0.0512,0.1146,2.415,0.5915,3.655
ENSG00000272715,RP4-753F5.1,0.7551,1.459,0,0,0,0
ENSG00000134247,PTGFRN,5.254,4.456,2.154,0.173,0.0528,0.3923
ENSG00000252510,RNA5SP55,0,0,0,0,0,0
ENSG00000134256,CD101,0.3889,0.1008,0.139,11.33,0.1222,12.02
ENSG00000236137,RP11-27K13.3,0.0718,0,0.0385,0.2532,0,0.218
ENSG00000116830,TTF2,1.418,1.424,0.2079,0.7362,0.0302,1.689
ENSG00000215930,MIR942,0,0,0,0,0,0
ENSG00000134253,TRIM45,2.058,2.491,0.464,0.1078,0.0448,0.3675
ENSG00000228453,RPS15AP9,0,0,0,0,0,0
ENSG00000134258,VTCN1,0.0515,0.0176,0.128,0,0,0.0279
ENSG00000277141,Metazoa_SRP,0,0,0,0,0,0
ENSG00000235202,LINC01525,0,0,0,0,0,0
ENSG00000271427,RP11-188D8.1,1.432,0.9716,0.4147,0,0.0973,0
ENSG00000198162,MAN1A2,8.326,5.727,3.302,1.271,0.2314,2.207
ENSG00000279513,RP4-675C20.4,0.1193,0.107,0.1199,0.0526,0,0.1132
ENSG00000226755,VPS25P1,0,0.1047,0,0,0,0
ENSG00000236866,AL157902.3,0,0.0244,0,0,0,0.0387
ENSG00000183508,FAM46C,0.2476,0.8327,0.1659,23.34,35.91,30.57
ENSG00000213262,VDAC2P3,0,0.0321,0,0.3792,0,0.153
ENSG00000212266,SNORA40,0,0,0,0,0,0
ENSG00000270719,RP11-134N8.2,0,0,0,0,0,0
ENSG00000228217,PNRC2P1,0.053,0,0,0,0,0
ENSG00000196505,GDAP2,0.8224,1.016,0.2101,1.425,0.1385,2.274
ENSG00000065183,WDR3,2.521,2.49,1.029,0.5945,0.0854,1.647
ENSG00000155761,SPAG17,0.1142,0.0956,0.0803,0.0101,0,0
ENSG00000222209,RNA5SP56,0,0,0,0,0,0
ENSG00000226126,PSMC1P12,0.0339,0,0,0,0,0
ENSG00000229911,RP4-630J13.1,0,0,0,0,0,0
ENSG00000092607,TBX15,0.4969,0.4963,0.094,0.0412,0.0073,0.2442
ENSG00000226172,RP4-712E4.1,0,0,0,0,0,0
ENSG00000239216,RP4-712E4.2,0,0,0,0,0,0
ENSG00000116874,WARS2,3.003,3.461,0.9917,0.9525,0.1296,2.799
ENSG00000224238,WARS2-IT1,0.108,0.1033,0.0145,0,0,0
ENSG00000223575,RBMX2P3,0,0,0,0,0,0
ENSG00000236804,RPS3AP12,0,0,0,0,0.0743,0
ENSG00000231365,RP11-418J17.1,0.695,0.826,0.3612,0.1337,0.0318,0.5278
ENSG00000227056,RPL6P2,0,0,0,0,0,0
ENSG00000227712,RP11-418J17.3,0,0.1185,0,0,0,0
ENSG00000232650,LINC01780,0,0.0708,0,0,0,0
ENSG00000194297,RNU1-75P,0,0,0,0,0,0
ENSG00000116882,HAO2,0.0474,0.0284,0,0,0,0.1125
ENSG00000230921,HAO2-IT1,0.0715,0,0,0,0,0
ENSG00000203859,HSD3B2,0.0762,0.2506,0.0766,0.2016,0.1676,0.1085
ENSG00000232780,GAPDHP74,1.337,0.6106,0,0,0,0
ENSG00000203858,HSD3BP2,0.0398,0,0,0,0,0
ENSG00000235595,GAPDHP23,0.0448,0.0804,0,0,0,0
ENSG00000187481,HSD3BP1,0,0,0,0,0,0
ENSG00000229570,GAPDHP58,0.0442,0.0529,0,0.039,0,0
ENSG00000203857,HSD3B1,0.0127,0,0,0,0,0
ENSG00000226443,GAPDHP32,0.0446,0,0,0,0,0
ENSG00000249798,HSD3BP3,0,0,0,0,0,0
ENSG00000239873,GAPDHP27,0.0872,0,0,0,0,0
ENSG00000203855,HSD3BP4,0.0397,0,0,0,0,0
ENSG00000240244,GAPDHP33,0.0439,0,0,0.0387,0,0.0834
ENSG00000260941,LINC00622,5.484,1.576,0.1139,0.1,0.0356,0.0538
ENSG00000198857,HSD3BP5,0.1376,0.047,0,0.0347,0,0
ENSG00000143067,ZNF697,1.959,0.4169,0.2069,0.6695,0.1109,1.659
ENSG00000092621,PHGDH,39.21,70.62,26.3,1.026,0.0895,1.074
ENSG00000134240,HMGCS2,0.0779,0.0724,0.1275,0.4579,0.0653,0.6572
ENSG00000134193,REG4,0.0319,0.0152,0,0.0449,0.016,0.2177
ENSG00000215864,NBPF7,0,0,0,0,0,0.0319
ENSG00000227205,PFN1P9,0.0514,0,0,0,0,0
ENSG00000226446,NOTCH2P1,0,0,0,0,0,0
ENSG00000134249,ADAM30,0,0,0,0,0,0
ENSG00000261662,RP5-1042I8.7,1.67,1.429,2.478,0.5775,0.1234,0.6216
ENSG00000134250,NOTCH2,5.832,7.776,3.819,16.72,1.352,28.15
ENSG00000273406,RP11-114O18.1,0,0,0,0,0,0.0887
ENSG00000207149,RNU6-465P,0,0,0,0,0,0
ENSG00000265808,SEC22B,6.075,5.43,2.415,4.231,0.7954,7.869
ENSG00000274642,CH17-472G23.1,5.268,0.6862,0.7338,0,0,0
ENSG00000277313,7SK,0,0,0,0,0,0
ENSG00000223804,CH17-472G23.2,6.109,3.244,1.992,2.056,0.7325,5.151
ENSG00000273727,U1,0.1373,0.1642,0,0,0,0.2607
ENSG00000270392,PFN1P2,0.5174,0.2302,0.2096,0.1273,0,0.3883
ENSG00000270231,NBPF8,0.7722,0.8086,0.2908,1.767,0.3148,7.647
ENSG00000275131,CH17-472G23.4,3.007,2.588,0.4557,0.3609,0.0836,1.292
ENSG00000273694,U2,0,0,0,0,0,0
ENSG00000275933,7SK,0,0,0,0,0,0
ENSG00000273136,NBPF26,0.9147,0.8115,0.3854,1.718,0.1761,3.06
ENSG00000275538,RNVU1-19,0.1332,0.1593,0,0.235,0,1.77
ENSG00000263353,PPIAL4A,0.0337,0,0,0.1189,0,0.256
ENSG00000281741,CH17-118O6.6,0.5123,0.6418,0.2941,0.2582,0,0.6484
ENSG00000277610,RNVU1-4,0,0.6489,0,0.2393,0,0.2576
ENSG00000226067,LINC00623,3.564,4.072,1.564,5.334,0.7415,7.374
ENSG00000275585,CH17-118O6.3,0,0.6277,0.0227,0,0,0
ENSG00000273516,U1,0,0,0,0,0,0
ENSG00000275296,CH17-118O6.4,0,0,0,0,0,0
ENSG00000198019,FCGR1B,1.178,9.249,0.402,5.939,0.2235,3.608
ENSG00000234998,RP11-439A17.10,0,0,0,0,0,0
ENSG00000233029,RP11-439A17.9,0.1758,0.3304,0.0168,0.0665,0.0158,0.1669
ENSG00000223345,HIST2H2BA,0.9417,1.197,0.3943,0,0,0.1117
ENSG00000227193,RP11-439A17.4,0.1628,0,0,0,0,0
ENSG00000213244,HIST2H3DP1,1.407,0.5609,0.0898,0,0,0
ENSG00000268993,RP11-439A17.5,0,0,0,0,0,0
